<wikipedia:Ninth_Symphony>	17
<wikipedia:List>	0
<wikipedia:television_producer>	1157
<wikipedia:Leninist>	99
<wikipedia:Locations_(Via_Domus)>	1
<wikipedia:Snapdragon>	3
<wikipedia:3D_model>	54
<wikipedia:Lebanon,_Virginia>	14
<wikipedia:car_classification>	13
<wikipedia:Eastern_Conference_(WNBA)>	35
<wikipedia:August_2002>	39
<wikipedia:Venezuela_(disambiguation)>	1
<wikipedia:Mission_president>	250
<wikipedia:Department_of_the_Army_Civilian_Awards>	5
<wikipedia:2008%E2%80%9309_Football_League_Cup>	7
<wikipedia:calling_feature>	14
<wikipedia:Chinatown,_Victoria>	8
<wikipedia:Official%23Ecclesiastical_judiciary>	2
<wikipedia:modeless>	6
<wikipedia:White_River_(Oregon)>	5
<wikipedia:Magazine_(firearms)>	135
<wikipedia:Program>	1
<wikipedia:online>	562
<wikipedia::dynamics>	1
<wikipedia:Chinatown_(film)>	75
<wikipedia:Shalom_Hartman_Institute>	24
<wikipedia:Modern_Times_(history)>	10
<wikipedia:Albania_under_Nazi_Germany>	15
<wikipedia:east_Asia>	39
<wikipedia:party_list>	116
<wikipedia:Brazil_(disambiguation)>	1
<wikipedia:Band_society>	24
<wikipedia:Dynamics_(mechanics)>	44
<wikipedia:United_Kingdom_(album)>	1
<wikipedia:1890_Manifesto>	65
<wikipedia:ancient_Greece>	797
<wikipedia:President_of_the_People's_Republic_of_China>	104
<wikipedia:Princess_Mononoke%23Awards>	1
<wikipedia:Austria_(Lombard)>	4
<wikipedia:Chad%E2%80%93Sudan_relations>	4
<wikipedia:San_Francisco,_El_Pet%C3%A9n>	0
<wikipedia:%23it_online>	1
<wikipedia:instant>	1
<wikipedia:nuclear_matter>	5
<wikipedia:Hellenic_Parliament>	100
<wikipedia:pen_name>	961
<wikipedia:Data_type>	21
<wikipedia:%23Modern_classic_element_systems>	1
<wikipedia:Socialist_Albania>	9
<wikipedia:Literary_technique>	16
<wikipedia:August_2007_in_sports>	53
<wikipedia:intelligent_drum_and_bass>	4
<wikipedia:Dos_(band)>	9
<wikipedia:August,_California>	2
<wikipedia:online_retailer>	23
<wikipedia:Chinatown,_Lethbridge>	1
<wikipedia:Combine,_Texas>	1
<wikipedia:convenience_store>	434
<wikipedia:San_Francisco_(disambiguation)>	2
<wikipedia:VITAL>	1
<wikipedia:Mode_(computer_interface)>	15
<wikipedia:unique>	45
<wikipedia:Cape_Dezhnev>	21
<wikipedia:Anaglyph_image>	25
<wikipedia:Oireachtas>	494
<wikipedia:President_of_Nigeria>	98
<wikipedia:Poland_(album)>	2
<wikipedia:SORAS>	35
<wikipedia:Aging_(scheduling)>	0
<wikipedia:internet_radio>	176
<wikipedia:Awards,_lectures_and_medals_of_the_Royal_Society>	1
<wikipedia:Instant_coffee>	5
<wikipedia:dynamic_model>	3
<wikipedia:Hardy,_Nebraska>	0
<wikipedia:Chinatown,_My_Chinatown>	2
<wikipedia:dynamics_(music)>	87
<wikipedia:East_(London_sub_region)>	9
<wikipedia:nDNA>	45
<wikipedia:University_of_Southern_Indiana>	35
<wikipedia:closed_system>	51
<wikipedia:Slavic_first_palatalization>	5
<wikipedia:1982_National_League_Championship_Series>	14
<wikipedia:Vital_Forsikring>	7
<wikipedia:Formal_(university)>	6
<wikipedia:Euclidean_distance>	72
<wikipedia:CLIPS>	6
<wikipedia:United_Nations_member_states>	46
<wikipedia:Bristol_West_(UK_Parliament_constituency)>	27
<wikipedia:Calgary_East>	23
<wikipedia:Mid-centralized_vowel>	5
<wikipedia:Queen's_School_of_Business>	12
<wikipedia:South_(American_band)>	0
<wikipedia:decline_of_the_Roman_Empire>	57
<wikipedia:Leni_Riefenstahl>	145
<wikipedia:parsley>	253
<wikipedia:Nuclear>	0
<wikipedia:Wales,_South_Yorkshire>	6
<wikipedia:Combine>	0
<wikipedia:Austria-Hungary>	2594
<wikipedia:Dynamics_(music)>	136
<wikipedia:Russia_(horse)>	2
<wikipedia:Switzerland>	22559
<wikipedia:Modern_Hebrew>	66
<wikipedia:Poland_national_speedway_team>	66
<wikipedia:Light>	56
<wikipedia:Boiga%23Species>	1
<wikipedia:executive_branch>	331
<wikipedia:warrior_code>	7
<wikipedia:light_entertainment>	36
<wikipedia:Santos_(film)>	1
<wikipedia:grains>	53
<wikipedia:Conditions_races>	527
<wikipedia:marxist>	42
<wikipedia:film_series>	75
<wikipedia:The_Beano_Annual>	8
<wikipedia:Human>	244
<wikipedia:soundtrack>	2229
<wikipedia:South_Omaha>	74
<wikipedia:Vital_(grape)>	17
<wikipedia:Poland,_Kiribati>	1
<wikipedia:ribbit>	2
<wikipedia:Government_of_Singapore>	126
<wikipedia:Eastern_United_States>	262
<wikipedia:Animations>	2
<wikipedia:East_End_of_London>	473
<wikipedia:Hardy_Dam>	6
<wikipedia:vowel_length>	134
<wikipedia:August_1960>	12
<wikipedia:Vulnerable_(Roxette_song)>	1
<wikipedia:Wales>	14600
<wikipedia:Denmark,_Iowa>	3
<wikipedia:First_Texas_Legislature>	11
<wikipedia:West_(US)>	1
<wikipedia:First_Battle_of_the_Atlantic>	120
<wikipedia:Bulgaria,_Cluj-Napoca>	0
<wikipedia:category_(mathematics)>	190
<wikipedia:Air_(classical_element)>	55
<wikipedia:France_(European_Parliament_constituency)>	0
<wikipedia:Lebanon,_Oklahoma>	0
<wikipedia:Fall,_I_Will_Follow>	1
<wikipedia:Caves_(beer)>	1
<wikipedia:Fish_(TV_series)>	9
<wikipedia:cruise_ship>	706
<wikipedia:Stanislavski_System>	11
<wikipedia:Wax_(singer)>	0
<wikipedia:First_government_of_Israel>	12
<wikipedia:Danish_2nd_Division_West>	23
<wikipedia:Denmark_(disambiguation)>	1
<wikipedia:British_undergraduate_degree_classification>	207
<wikipedia:People's_Republic_of_Benin>	10
<wikipedia:Artificial_intelligence>	236
<wikipedia:President_of_Belarus>	43
<wikipedia:Parliament_of_Western_Australia>	221
<wikipedia:Andorra_at_the_2010_Winter_Paralympics>	1
<wikipedia:gifted_education>	45
<wikipedia:Nuclear_marine_propulsion>	94
<wikipedia:Potomac_River%23South_Branch_Potomac_River>	74
<wikipedia:wind_instruments>	38
<wikipedia:Lebanon,_Hardin_County,_Tennessee>	0
<wikipedia:1986_NFL_Draft>	111
<wikipedia:VeriChip>	10
<wikipedia:president_of_Argentina>	48
<wikipedia:San_Francisco_International_Airport>	185
<wikipedia:longitude>	1144
<wikipedia:Centralization>	12
<wikipedia:Undying_Lands>	22
<wikipedia:assistant_bishop>	8
<wikipedia:Cybernetic_revolt>	3
<wikipedia:Cornish_people>	254
<wikipedia:Independent_Electoral_Commission_(South_Africa)>	10
<wikipedia:Ski_wax>	4
<wikipedia:secondary_modern>	58
<wikipedia:%23Techniques>	1
<wikipedia:Chad>	1624
<wikipedia:List_of_films_based_on_Marvel_Comics>	4
<wikipedia:Countries_of_the_United_Kingdom>	21
<wikipedia:East_Sussex>	1055
<wikipedia:computer_chess>	75
<wikipedia:Chinatown,_Chicago,_Illinois>	4
<wikipedia:museum_ship>	250
<wikipedia:South_railway_line,_Sydney>	62
<wikipedia:Vital_(film)>	1
<wikipedia:ESports_Award>	3
<wikipedia:Leaf>	487
<wikipedia:southern_United_States>	141
<wikipedia:Floor_wax>	1
<wikipedia:Drug_therapy>	6
<wikipedia:Mac_OS_history>	18
<wikipedia:Bedford,_New_Hampshire>	54
<wikipedia:Slovakia_national_men's_ice_hockey_team>	11
<wikipedia:First_War_of_Schleswig>	43
<wikipedia:Institut_de_France>	210
<wikipedia:Font_family>	1
<wikipedia:cosmic_dust>	56
<wikipedia:Scottish_Junior_Football_East_Region_South_Division>	16
<wikipedia:Thermodynamic_system>	5
<wikipedia:Programmer_(hardware)>	7
<wikipedia:National_missile_defense>	20
<wikipedia:Measuring_instrument>	81
<wikipedia:Call_for_bids>	53
<wikipedia:Bedford,_Western_Australia>	4
<wikipedia:Interest_(finance)>	4
<wikipedia:NAME_(dispersion_model)>	2
<wikipedia:Filename>	2
<wikipedia:Chad_(given_name)>	1
<wikipedia:Snapdragon_(Transformers)>	6
<wikipedia:2009_World_Baseball_Classic_-_Round_1>	4
<wikipedia:University_president>	117
<wikipedia:Improvised_explosive_device>	176
<wikipedia:Global_South>	31
<wikipedia:Southern_U.S.>	30
<wikipedia:Concentration_(chemistry)>	1
<wikipedia:Wind_(band)>	13
<wikipedia:CFL_East_Division>	30
<wikipedia:online_encyclopedia>	20
<wikipedia:San_Francisco_(American_Music_Club_album)>	1
<wikipedia:Brazil>	32141
<wikipedia:Official_(disambiguation)>	1
<wikipedia:Football_club_names>	2
<wikipedia:Petronas_(The_Patrician)>	2
<wikipedia:duration>	56
<wikipedia:Old_West>	297
<wikipedia:Italy_(disambiguation)>	1
<wikipedia:Online_learning>	3
<wikipedia:Cinema_of_Japan>	554
<wikipedia:Orient>	239
<wikipedia:county_clerk>	62
<wikipedia:speleology>	44
<wikipedia:%23Weapons>	1
<wikipedia:East_Cambridgeshire>	41
<wikipedia:Space_Shuttle_Challenger_disaster>	177
<wikipedia:Ludwig_van_Beethoven>	1585
<wikipedia:List_of_Utricularia_species>	226
<wikipedia:Climate,_Community_&amp;_Biodiversity_Alliance>	1
<wikipedia:official_(sports)>	2
<wikipedia:Malaysia_Open_(badminton)>	51
<wikipedia:Turkish_cinema>	22
<wikipedia:East_Falkland>	112
<wikipedia:Germans>	3975
<wikipedia:Nuclear_reactor>	36
<wikipedia:Armenia_national_football_team>	157
<wikipedia:Standard_language>	36
<wikipedia::Andorra>	1
<wikipedia:West_(cigarette)>	18
<wikipedia:Pseudonym>	123
<wikipedia:Alpine_skiing_at_the_1948_Winter_Olympics_-_Women's_combined>	3
<wikipedia:Belarus_national_men's_ice_hockey_team>	22
<wikipedia:aging_barrel>	32
<wikipedia::nanotechnology>	1
<wikipedia:Denial-of-service_attack>	47
<wikipedia:Stortinget>	768
<wikipedia:architectural_engineering>	28
<wikipedia:Online_newspaper>	9
<wikipedia:Petronas_the_Patrician>	9
<wikipedia:People_(Barbra_Streisand_album)>	3
<wikipedia:3D_(The_Three_Degrees_album)>	2
<wikipedia:assistant_coach>	101
<wikipedia:wiktionary:style>	3
<wikipedia:Government_of_the_People's_Republic_of_China>	212
<wikipedia:Royal_and_noble_styles>	8
<wikipedia::wikt:vital>	1
<wikipedia:thin_film>	126
<wikipedia:Southern_Italy>	255
<wikipedia:Wales_(European_Parliament_constituency)>	19
<wikipedia:Handwriting_recognition>	9
<wikipedia:fashion>	1030
<wikipedia:Indiana_Hoosiers_men's_basketball>	80
<wikipedia:historic_house_museum>	179
<wikipedia:Early_modern_period>	34
<wikipedia:Rog%C3%A9rio_Pinheiro_dos_Santos>	1
<wikipedia:Indiana_University_(Bloomington)>	337
<wikipedia:Walking_tour>	0
<wikipedia:People_(King_Crimson_song)>	0
<wikipedia:wind_engineering>	5
<wikipedia:Chinese_orchestra>	24
<wikipedia:Family_name>	66
<wikipedia:Musical_score>	10
<wikipedia:List_of_Hitchcock_cameo_appearances>	37
<wikipedia:nuclear_navy>	10
<wikipedia:Edinburgh_congestion_charge>	8
<wikipedia:Kingdom_of_Cyprus>	101
<wikipedia:Official_IRA>	71
<wikipedia:Wales,_Maine>	3
<wikipedia:Sovereign_state>	1163
<wikipedia:Athenian_democracy>	106
<wikipedia:Vladimir_Lenin>	771
<wikipedia:Motion_capture>	16
<wikipedia:Revolutions_of_1989>	120
<wikipedia:Oliver_Hardy>	406
<wikipedia:Typeface>	51
<wikipedia:South_(European_Parliament_constituency)>	19
<wikipedia:System_(album)>	1
<wikipedia:American_South>	367
<wikipedia:2009%E2%80%9310_Football_League_Cup>	43
<wikipedia:Bedford,_Ohio>	33
<wikipedia:August_(name)>	0
<wikipedia:Cascading_Style_Sheets>	279
<wikipedia:Kentucky_(disambiguation)>	1
<wikipedia:Scream_therapy>	1
<wikipedia:Combined>	4
<wikipedia:Tender>	2
<wikipedia:Stanislavski's_system>	22
<wikipedia:Mass_Media>	17
<wikipedia:online_scratch_card>	2
<wikipedia:Asia>	10858
<wikipedia:table_of_mathematical_symbols>	8
<wikipedia:Denmark,_Nova_Scotia>	1
<wikipedia:Denmark_women's_national_football_team>	78
<wikipedia:Documents_(journal)>	9
<wikipedia:East_China>	26
<wikipedia:legislature>	1171
<wikipedia:Finland,_Minnesota>	1
<wikipedia:formal_methods>	81
<wikipedia:Skill>	6
<wikipedia:Sweet_Potato>	6
<wikipedia:President_of_Bolivia>	71
<wikipedia:Display_device>	47
<wikipedia:Category_(chess_tournament)>	9
<wikipedia:Days_(The_Kinks_song)>	3
<wikipedia:films>	536
<wikipedia:nucleus_(cell)>	25
<wikipedia:Algernon_West>	3
<wikipedia:Style_(2001_film)>	5
<wikipedia:Style_(visual_arts)>	9
<wikipedia:Nuclear_power_in_Finland>	7
<wikipedia:Eastern_Conference_(RHI)>	6
<wikipedia:Wax_(pop_band)>	8
<wikipedia:DVD-Video%23Other_features>	2
<wikipedia:Online_storage>	1
<wikipedia:UEFA_Cup_1977&amp;ndash;78%23First_round>	1
<wikipedia:Parliament_(disambiguation)>	2
<wikipedia:Andorra_national_under-19_football_team>	1
<wikipedia:Grain_(mass)>	30
<wikipedia:San_Francisco_(documentary)>	0
<wikipedia:Celestial_dynamics>	1
<wikipedia:fallen_angel>	109
<wikipedia:Category>	14
<wikipedia:Chinatown_(band)>	2
<wikipedia:First_Manchester>	74
<wikipedia:Institute_(disambiguation)>	1
<wikipedia:MPEG_transport_stream%23Programs>	2
<wikipedia:distance_learning>	186
<wikipedia:formal_attire>	5
<wikipedia:WAGM-DT1>	2
<wikipedia:Chicken_Run_(video_game)>	2
<wikipedia:August_(1983_Novel)>	1
<wikipedia:Western_culture>	737
<wikipedia:Executive_(government)>	444
<wikipedia:2010_African_Women's_Football_Championship_qualification%23First_round>	1
<wikipedia:Wireless_Nodes_Database>	2
<wikipedia:list_of_American_football_players>	0
<wikipedia:Concentration_(Netherlands)>	2
<wikipedia:first_baseman>	1093
<wikipedia:I_Shot_Andy_Warhol>	32
<wikipedia:San_Francisco_(album)>	0
<wikipedia:System_administrator>	50
<wikipedia:August_2008>	68
<wikipedia:Wales_(surname)>	0
<wikipedia:Visual_arts_and_design>	3
<wikipedia:Lithuania_national_under-21_football_team>	15
<wikipedia:painting_style>	6
<wikipedia:Chinatown_(1974_movie)>	5
<wikipedia:Government_of_Colombia>	35
<wikipedia:%23Terminology>	13
<wikipedia:Safety_critical>	1
<wikipedia:Brazil_(Bebi_Dol_song)>	3
<wikipedia:Government_of_New_South_Wales>	231
<wikipedia:President_of_the_European_Commission>	167
<wikipedia:intermodulation_distortion>	17
<wikipedia:South_(crater)>	0
<wikipedia:East_Francia>	121
<wikipedia:Indiana_Hoosiers_football>	100
<wikipedia:2008_Kentucky_Wildcats_football_team>	12
<wikipedia:nuclear_technology>	79
<wikipedia:List_of_Presidents_of_Peru>	65
<wikipedia:stop_motion_animation>	24
<wikipedia:British_undergraduate_degree_classification%23First_Class_Honours>	6
<wikipedia:Fall_(album)>	2
<wikipedia:peridot>	24
<wikipedia:Navy_Oilers%23Replenishment_ships_in_other_countries>	1
<wikipedia:Belgium_national_rugby_union_team>	17
<wikipedia:nuclear_DNA>	67
<wikipedia:Vibe_(magazine)%23Vibe_Awards>	1
<wikipedia:fall_(season)>	12
<wikipedia:judicial_clerk>	7
<wikipedia:Parliament_of_Sierra_Leone>	45
<wikipedia:timecode>	36
<wikipedia:Carnegie_Museums_of_Pittsburgh>	52
<wikipedia:Lebanon,_Oregon>	47
<wikipedia:Solid-fuel_rocket%23Grain_Geometry>	1
<wikipedia:Denmark_Open_(badminton)>	40
<wikipedia:nuclear_weapons>	586
<wikipedia:Australia_(disambiguation)>	1
<wikipedia:annual_publication%23British_annuals>	1
<wikipedia:David_Heath_(wrestler)>	41
<wikipedia:Usury>	34
<wikipedia:Poetic_form>	3
<wikipedia:Writers_Guild_of_America_Awards>	85
<wikipedia:Boehm_system>	15
<wikipedia:President_of_Ireland>	377
<wikipedia:List_of_Caribbean_television_channels>	0
<wikipedia:Star_Trek_films%23Feature_films>	1
<wikipedia:Official>	32
<wikipedia:misnomer>	163
<wikipedia:Birthday%23Birthstones>	1
<wikipedia:People>	70
<wikipedia:tomato>	822
<wikipedia:South_Wales>	1000
<wikipedia:fictional_film>	13
<wikipedia:Hell,_Norway>	16
<wikipedia:Italy_national_under-21_football_team>	206
<wikipedia:Clip>	3
<wikipedia:open_standard>	164
<wikipedia:People_(The_Golden_Republic_EP)>	0
<wikipedia:Combine_(comics)>	1
<wikipedia:President_of_Zimbabwe>	33
<wikipedia:Listed>	2
<wikipedia:First_Manchu_expedition_to_Korea>	4
<wikipedia:first_language>	406
<wikipedia:Cry,_Cry,_Cry>	4
<wikipedia:Iso_(supermarket)>	1
<wikipedia:Imperial_Russia>	1251
<wikipedia:Albanian_Kingdom>	11
<wikipedia:Cry_(Lynn_Anderson_album)>	0
<wikipedia:symbol_rate>	15
<wikipedia:Australia_national_rugby_union_team>	747
<wikipedia:Dynamics_(physics)>	27
<wikipedia:personal_name>	191
<wikipedia:Style_(botany)>	11
<wikipedia:computer_device>	1
<wikipedia:visual_poetry>	32
<wikipedia:flush_toilet>	50
<wikipedia:England_Assistant_Manager>	5
<wikipedia:dirty_(computer_science)>	1
<wikipedia:Wind>	45
<wikipedia:ISO_9660>	50
<wikipedia:String_(computer_science)%23Formal_theory>	5
<wikipedia:Roundheads>	155
<wikipedia:melodies>	38
<wikipedia:Birthstone%23Birthstones>	1
<wikipedia:Chinatown_(song)>	1
<wikipedia:intelligence>	418
<wikipedia:program_(management)>	11
<wikipedia:Film_Producer>	25
<wikipedia:List_of_weapons_of_the_U.S._Marine_Corps>	2
<wikipedia:Combined_school>	1
<wikipedia:2005_NBA_Playoffs>	49
<wikipedia:Institute_of_Consecrated_Life>	19
<wikipedia:caryopsis>	17
<wikipedia:Melodies_(Tatsuro_Yamashita_album)>	1
<wikipedia:Augustus,_Prince_of_Anhalt-Pl%C3%B6tzkau>	5
<wikipedia:Symbols_(album)>	5
<wikipedia:Indiana_University_Bloomington>	481
<wikipedia:executive_(government)>	300
<wikipedia:Canada_national_rugby_union_team>	201
<wikipedia:August_2003>	48
<wikipedia:hill_lists_in_the_British_Isles>	7
<wikipedia:Web_portal>	97
<wikipedia:American_League_East>	208
<wikipedia:Iranian_football_league_system>	7
<wikipedia:Lebanon_national_basketball_team>	41
<wikipedia:travel_search>	5
<wikipedia:Dynamics_%2528music%2529>	1
<wikipedia:official_language>	452
<wikipedia:Object_association>	1
<wikipedia:West_River_(Massachusetts)>	7
<wikipedia:modern_Greek>	53
<wikipedia:botanical_type>	2
<wikipedia:Theatrical_producer>	131
<wikipedia:Open_air_museum>	19
<wikipedia:International_Organization_of_Standardization>	2
<wikipedia:First_Temple>	58
<wikipedia:Riot_gun%23Types_of_riot_guns>	1
<wikipedia:length_overall>	112
<wikipedia:locomotive_tender>	2
<wikipedia:Far_East>	1721
<wikipedia:Caesar_Augustus>	173
<wikipedia:West_Africa>	1873
<wikipedia:Modern_literature>	7
<wikipedia:Nuclear_engineering>	18
<wikipedia:San_Francisco_(typeface)>	1
<wikipedia:Santos_Laguna>	104
<wikipedia:August_(company)>	6
<wikipedia:First_Doctor>	132
<wikipedia:Zona_Sur>	26
<wikipedia:Category_(taxonomy)>	1
<wikipedia:east_Dallas>	37
<wikipedia:Music_recording_sales_certification>	1060
<wikipedia:Live-Action-Animation_Combination>	1
<wikipedia:nuclear_fission>	299
<wikipedia:Radioactive_contamination>	22
<wikipedia:modern_history>	77
<wikipedia:San_Francisco,_Putumayo>	1
<wikipedia:Modulation>	39
<wikipedia:Wind_(classical_element)>	2
<wikipedia:Animated_mapping>	2
<wikipedia:video_games>	655
<wikipedia:Government_of_the_Republic_of_China>	38
<wikipedia:Lollywood>	55
<wikipedia:Computer_Animation>	16
<wikipedia:film_producer>	2638
<wikipedia:Chinatown_(London)>	2
<wikipedia:Killian_documents_controversy>	8
<wikipedia:dynamic_(physics)>	1
<wikipedia:Canada_(House_of_Commons)_v._Vaid>	0
<wikipedia:President_of_Harvard_University>	35
<wikipedia:fish>	5834
<wikipedia:Stylistics_(linguistics)>	40
<wikipedia:System_software>	10
<wikipedia:Type_(theology)>	3
<wikipedia:town_clerk>	64
<wikipedia:Parliament_of_Sweden>	346
<wikipedia:Modern_age>	7
<wikipedia:General_Conference_of_Seventh-day_Adventists>	85
<wikipedia:Destruction_(EP)>	0
<wikipedia:August_(album)>	9
