3d	<wikipedia:Real-time_computer_graphics%23Principles_of_real-time_3D_computer_graphics>	1
3d	<wikipedia:Robert_Del_Naja>	4
3d	<wikipedia:Softimage>	1
3d	<wikipedia:Softimage_3D>	1
3d	<wikipedia:Stereogram>	1
3d	<wikipedia:Stereoscopy>	14
3d	<wikipedia:Surround_sound>	2
3d	<wikipedia:Team_Final_Boss>	1
3d	<wikipedia:Third_Naval_District>	1
3d	<wikipedia:Three-dimensional_space>	1
3d	<wikipedia:Threepence_(British_coin)>	1
3d	<wikipedia:U.S._3rd_Infantry_Division>	1
3d	<wikipedia:anaglyph>	2
3d	<wikipedia:computer_graphics>	1
3d	<wikipedia:dimension>	22
3d	<wikipedia:stereogram>	1
3d	<wikipedia:stereoscopic>	1
3d	<wikipedia:stereoscopy>	6
3d	<wikipedia:three-dimensional>	1
3d	<wikipedia:three-dimensional_space>	15
3d	<wikipedia:three_dimensional_space>	2
3d	_total	977
45 bc	<wikipedia:45_BC>	17
45 bc	_total	17
8 bc	<wikipedia:8_BC>	7
8 bc	_total	7
adventures	<wikipedia:Adventure>	1
adventures	<wikipedia:Adventure_(Dungeons_&amp;_Dragons)>	3
adventures	<wikipedia:Adventure_(role-playing_games)>	13
adventures	<wikipedia:Adventures>	1
adventures	<wikipedia:List_of_Dungeons_&amp;_Dragons_adventures>	1
adventures	<wikipedia:adventure_(Dungeons_&amp;_Dragons)>	5
adventures	<wikipedia:adventure_(role-playing_games)>	1
adventures	<wikipedia:adventure_game>	1
adventures	<wikipedia:adventure_novel>	1
adventures	<wikipedia:adventures>	7
adventures	_total	34
aging	<wikipedia:Ageing>	5
aging	<wikipedia:Aging>	11
aging	<wikipedia:Aging_(life_cycle)>	1
aging	<wikipedia:Aging_of_wine>	2
aging	<wikipedia:Aging_skin%23Aging>	1
aging	<wikipedia:Biomedical_gerontology>	1
aging	<wikipedia:Jaramarana>	1
aging	<wikipedia:Memory_and_aging>	1
aging	<wikipedia:National_Institute_on_Aging>	1
aging	<wikipedia:SORAS>	1
aging	<wikipedia:Senescence>	15
aging	<wikipedia:ageing>	13
aging	<wikipedia:aging>	209
aging	<wikipedia:aging_(life_cycle)>	1
aging	<wikipedia:aging_(material_science)>	2
aging	<wikipedia:aging_(wine)>	26
aging	<wikipedia:aging_barrel>	3
aging	<wikipedia:aging_of_wine>	1
aging	<wikipedia:population_ageing>	2
aging	<wikipedia:senescence>	7
aging	_total	304
albania	<wikipedia:Albania,_La_Guajira>	5
albania	<wikipedia:Albania>	4410
albania	<wikipedia:Albania_national_basketball_team>	24
albania	<wikipedia:Albania_national_football_team>	150
albania	<wikipedia:Albania_national_under-21_football_team>	11
albania	<wikipedia:Albania_under_Italy>	10
albania	<wikipedia:Albania_under_Nazi_Germany>	7
albania	<wikipedia:Albanian_Kingdom>	5
albania	<wikipedia:Caucasian_Albania>	22
albania	<wikipedia:People's_Republic_of_Albania>	10
albania	<wikipedia:Socialist_Albania>	7
albania	<wikipedia:Socialist_People's_Republic_of_Albania>	15
albania	_total	4732
alvar aalto	<wikipedia:Alvar_Aalto>	127
alvar aalto	<wikipedia:_Alvar_Aalto>	1
alvar aalto	_total	128
alvar aalto medal	<wikipedia:Alvar_Aalto_Medal>	5
alvar aalto medal	_total	5
andorra	<wikipedia::Andorra>	1
andorra	<wikipedia:Andorra,_Philadelphia,_Pennsylvania>	2
andorra	<wikipedia:Andorra,_Philadelphia>	1
andorra	<wikipedia:Andorra,_Teruel>	1
andorra	<wikipedia:Andorra>	777
andorra	<wikipedia:Andorra_(album)>	1
andorra	<wikipedia:Andorra_(novel)>	2
andorra	<wikipedia:Andorra_(play)>	3
andorra	<wikipedia:Andorra_at_the_2006_Winter_Paralympics>	1
andorra	<wikipedia:Andorra_at_the_2008_Summer_Olympics>	1
andorra	<wikipedia:Andorra_at_the_2010_Winter_Paralympics>	1
andorra	<wikipedia:Andorra_in_the_Eurovision_Song_Contest>	5
andorra	<wikipedia:Andorra_national_football_team>	93
andorra	<wikipedia:Andorra_national_rugby_union_team>	1
andorra	<wikipedia:Andorra_national_rugby_union_team_(sevens)>	1
andorra	<wikipedia:Andorra_national_under-19_football_team>	1
andorra	<wikipedia:Andorra_national_under-21_football_team>	2
andorra	<wikipedia:Campionat_de_Lliga>	1
andorra	<wikipedia:Copa_Constituci%C3%B3_2009>	1
andorra	<wikipedia:Economy_of_Andorra>	1
andorra	<wikipedia:FC_Andorra>	1
andorra	<wikipedia:Geography_of_Andorra%23Natural_resources>	1
andorra	<wikipedia:Principality_of_Andorra>	1
andorra	<wikipedia:Roman_Catholicism_in_Andorra>	1
andorra	<wikipedia:Rugby_union_in_Andorra>	1
andorra	<wikipedia:_Andorra>	1
andorra	<wikipedia:flag_of_Andorra>	2
andorra	<wikipedia:politics_of_Andorra>	1
andorra	_total	906
angola	<wikipedia:Angola,_Delaware>	1
angola	<wikipedia:Angola,_Indiana>	16
angola	<wikipedia:Angola,_Louisiana>	11
angola	<wikipedia:Angola,_New_York>	10
angola	<wikipedia:Angola>	4026
angola	<wikipedia:Angola_(Portugal)>	6
angola	<wikipedia:Angola_national_football_team>	120
angola	<wikipedia:Angolan_Civil_War>	5
angola	<wikipedia:Louisiana_State_Penitentiary>	6
angola	<wikipedia:Overseas_Province_of_Angola>	10
angola	<wikipedia:Portuguese_Angola>	23
angola	<wikipedia:Portuguese_West_Africa>	19
angola	_total	4298
animations	<wikipedia:Animated_film>	1
animations	<wikipedia:Animated_mapping>	1
animations	<wikipedia:Animation>	1
animations	<wikipedia:Animations>	1
animations	<wikipedia:Architectural_animation>	1
animations	<wikipedia:Computer_Animation>	1
animations	<wikipedia:Computer_animation>	4
animations	<wikipedia:Flash_cartoon>	1
animations	<wikipedia:animation>	1
animations	<wikipedia:animations>	37
animations	<wikipedia:computer_animation>	1
animations	_total	50
annuals	<wikipedia:Annual_(comics)>	2
annuals	<wikipedia:Annual_(plant)>	1
annuals	<wikipedia:Annual_plant>	26
annuals	<wikipedia:Annual_publication%23British_annuals>	1
annuals	<wikipedia:Annual_publication>	17
annuals	<wikipedia:Annuals>	13
annuals	<wikipedia:List_of_Railway_Series_Books%23The_Annuals>	1
annuals	<wikipedia:List_of_early_20th-century_British_children's_magazines_and_annuals>	1
annuals	<wikipedia:The_Beano_Annual>	1
annuals	<wikipedia:Yearbook>	1
annuals	<wikipedia:annual_(plant)>	2
annuals	<wikipedia:annual_plant>	27
annuals	<wikipedia:annual_publication%23British_annuals>	1
annuals	<wikipedia:annual_publication>	19
annuals	<wikipedia:annual_publications>	4
annuals	<wikipedia:annuals>	9
annuals	<wikipedia:yearbook>	1
annuals	_total	127
ansi	<wikipedia:ANSI>	201
ansi	<wikipedia:ANSI_Art>	1
ansi	<wikipedia:ANSI_C>	2
ansi	<wikipedia:ANSI_X3.64>	3
ansi	<wikipedia:ANSI_art>	18
ansi	<wikipedia:ANSI_escape_code>	6
ansi	<wikipedia:ANSI_lumen>	1
ansi	<wikipedia:American_National_Standards_Institute>	1
ansi	<wikipedia:Windows-1252>	1
ansi	<wikipedia:Windows_code_page>	2
ansi	<wikipedia:ansi>	1
ansi	_total	237
architectural designer	<wikipedia:architectural_designer>	4
architectural designer	<wikipedia:architecture>	1
architectural designer	_total	5
architectural drawing	<wikipedia:Architectural_drawing>	4
architectural drawing	<wikipedia:architectural_drawing>	64
architectural drawing	_total	68
architectural engineering	<wikipedia:Architectural_Engineering>	3
architectural engineering	<wikipedia:Architectural_engineering>	5
architectural engineering	<wikipedia:architectural_engineering>	23
architectural engineering	_total	31
architectural technologist	<wikipedia:architectural_technologist>	3
architectural technologist	_total	3
armenia	<wikipedia:Armenia,_Antioquia>	2
armenia	<wikipedia:Armenia,_Belize>	1
armenia	<wikipedia:Armenia,_Colombia>	59
armenia	<wikipedia:Armenia,_Quind%C3%ADo>	3
armenia	<wikipedia:Armenia>	5520
armenia	<wikipedia:Armenia_national_football_team>	96
armenia	<wikipedia:Armenia_women's_national_football_team>	20
armenia	<wikipedia:Armenian_Kingdom_of_Cilicia>	17
armenia	<wikipedia:Democratic_Republic_of_Armenia>	11
armenia	<wikipedia:Kingdom_of_Armenia>	48
armenia	_total	5885
assistant	<wikipedia:Assistant>	7
assistant	<wikipedia:Assistant_Chief_Constable>	1
assistant	<wikipedia:Assistant_Commandant_of_the_Marine_Corps>	1
assistant	<wikipedia:Assistant_Professor>	1
assistant	<wikipedia:Assistant_director>	1
assistant	<wikipedia:Assistant_referee>	1
assistant	<wikipedia:Assistant_referee_(association_football)>	3
assistant	<wikipedia:Associate_Professor%23Serbia>	1
assistant	<wikipedia:Curate>	1
assistant	<wikipedia:Enforcer_(professional_wrestling)>	1
assistant	<wikipedia:England_Assistant_Manager>	1
assistant	<wikipedia:Focus_puller>	1
assistant	<wikipedia:HMS_Assistant>	1
assistant	<wikipedia:Lay_Reader>	1
assistant	<wikipedia:Magician's_assistant>	4
assistant	<wikipedia:Manager_(professional_wrestling)>	1
assistant	<wikipedia:Teaching_assistant>	1
assistant	<wikipedia:assistant>	75
assistant	<wikipedia:assistant_bishop>	2
assistant	<wikipedia:assistant_coach>	1
assistant	<wikipedia:assistant_mangaka>	13
assistant	<wikipedia:assistant_professor>	1
assistant	<wikipedia:magician's_assistant>	7
assistant	<wikipedia:personal_assistant>	1
assistant	<wikipedia:physician_assistant>	1
assistant	<wikipedia:secretary>	1
assistant	_total	130
august	<wikipedia:%23August>	3
august	<wikipedia:August,_California>	1
august	<wikipedia:August>	333
august	<wikipedia:August_(1983_Novel)>	2
august	<wikipedia:August_(1996_film)>	2
august	<wikipedia:August_(album)>	10
august	<wikipedia:August_(company)>	8
august	<wikipedia:August_(disambiguation)>	1
august	<wikipedia:August_(film)>	13
august	<wikipedia:August_1900>	11
august	<wikipedia:August_1909>	11
august	<wikipedia:August_1910>	9
august	<wikipedia:August_1946>	4
august	<wikipedia:August_1959>	11
august	<wikipedia:August_1960>	11
august	<wikipedia:August_1961>	7
august	<wikipedia:August_1971>	4
august	<wikipedia:August_1972>	11
august	<wikipedia:August_2000>	12
august	<wikipedia:August_2001>	11
august	<wikipedia:August_2002>	16
august	<wikipedia:August_2003>	14
august	<wikipedia:August_2004>	14
august	<wikipedia:August_2004_in_sports>	63
august	<wikipedia:August_2005>	14
august	<wikipedia:August_2005_in_Britain_and_Ireland>	7
august	<wikipedia:August_2005_in_Canada>	10
august	<wikipedia:August_2005_in_Malaysia_and_Singapore>	9
august	<wikipedia:August_2005_in_science>	66
august	<wikipedia:August_2005_in_sports>	64
august	<wikipedia:August_2005_in_the_United_States>	4
august	<wikipedia:August_2006>	12
august	<wikipedia:August_2006_in_Africa>	23
august	<wikipedia:August_2006_in_Britain_and_Ireland>	6
august	<wikipedia:August_2006_in_Macau>	3
august	<wikipedia:August_2006_in_science>	62
august	<wikipedia:August_2006_in_sports>	64
august	<wikipedia:August_2006_in_the_European_Union>	2
august	<wikipedia:August_2007>	3
august	<wikipedia:August_2007_in_Africa>	23
august	<wikipedia:August_2007_in_science>	62
august	<wikipedia:August_2007_in_sports>	64
august	<wikipedia:August_2008>	4
august	<wikipedia:August_2008_in_science>	63
august	<wikipedia:August_2008_in_sports>	53
august	<wikipedia:August_2009_in_science>	59
august	<wikipedia:August_2009_in_sports>	53
august	<wikipedia:Deaths_in_August_2005>	11
august	<wikipedia:Deaths_in_August_2006>	12
august	<wikipedia:Deaths_in_August_2007>	12
august	<wikipedia:Deaths_in_August_2008>	13
august	<wikipedia:Deaths_in_August_2009>	11
august	<wikipedia:Deaths_in_August_2010>	2
august	<wikipedia:Papal_conclave,_1978_(August)>	3
august	<wikipedia:Papal_conclave,_August_1978>	68
august	_total	1519
august 23	<wikipedia:August_23>	4
august 23	<wikipedia:Romania_during_World_War_II%23The_royal_coup>	1
august 23	_total	5
augustus	<wikipedia::Augustus>	2
augustus	<wikipedia:Augustus,_Count_Palatine_of_Sulzbach>	1
augustus	<wikipedia:Augustus,_Duke_of_Saxe-Gotha-Altenburg>	1
augustus	<wikipedia:Augustus,_Duke_of_Saxe-Weissenfels>	3
augustus	<wikipedia:Augustus,_Elector_of_Saxony>	7
augustus	<wikipedia:Augustus>	1429
augustus	<wikipedia:Augustus_(emperor)>	2
augustus	<wikipedia:Augustus_(honorific)%23In_the_Divided_Roman_Empire>	3
augustus	<wikipedia:Augustus_(honorific)>	1
augustus	<wikipedia:Augustus_(novel)>	2
augustus	<wikipedia:Augustus_(title)>	16
augustus	<wikipedia:Augustus_Caesar>	27
augustus	<wikipedia:Augustus_Chapman_Allen>	2
augustus	<wikipedia:Augustus_III_of_Poland>	3
augustus	<wikipedia:Augustus_Kountze>	4
augustus	<wikipedia:Augustus_the_Younger,_Duke_of_Brunswick-L%C3%BCneburg>	2
augustus	<wikipedia:Caesar_Augustus>	55
augustus	<wikipedia:Forum_of_Augustus>	2
augustus	<wikipedia:augustus_(honorific)>	2
augustus	_total	1582
australia	<wikipedia:Australia>	68931
australia	<wikipedia:Australia_(2008_film)>	49
australia	<wikipedia:Australia_(Gyroscope_song)>	3
australia	<wikipedia:Australia_(Howie_Day_album)>	2
australia	<wikipedia:Australia_(Manic_Street_Preachers_song)>	6
australia	<wikipedia:Australia_(continent)>	29
australia	<wikipedia:Australia_cricket_team>	114
australia	<wikipedia:Australia_national_football_(soccer)_team>	125
australia	<wikipedia:Australia_national_football_team>	470
australia	<wikipedia:Australia_national_rugby_league_team>	275
australia	<wikipedia:Australia_national_rugby_union_team>	495
australia	<wikipedia:Australian_cricket_team>	736
australia	_total	72869
austria	<wikipedia:Archduchy_of_Austria>	52
austria	<wikipedia:Austria-Hungary>	30
austria	<wikipedia:Austria>	20816
austria	<wikipedia:Austria_(Lombard)>	4
austria	<wikipedia:Austria_national_football_team>	555
austria	<wikipedia:Austrian_Empire>	173
austria	<wikipedia:Habsburg_Monarchy>	94
austria	<wikipedia:List_of_non-marine_molluscs_of_Austria>	31
austria	_total	22195
awards	<wikipedia:%23Awards>	9
awards	<wikipedia:%23List_of_awards>	1
awards	<wikipedia:APRA_Awards>	4
awards	<wikipedia:ARIA_Award>	3
awards	<wikipedia:ARIA_Awards>	3
awards	<wikipedia:ARIA_Music_Awards>	5
awards	<wikipedia:AVN_Awards>	1
awards	<wikipedia:Adult_Erotic_Gay_Video_Awards>	1
awards	<wikipedia:Australian_Film_Institute_Awards>	4
awards	<wikipedia:Awards>	16
awards	<wikipedia:Awards_and_decorations_of_Nazi_Germany>	1
awards	<wikipedia:Awards_and_decorations_of_the_United_States_Air_Force>	1
awards	<wikipedia:BET_Awards>	1
awards	<wikipedia:Brokeback_Mountain%23Awards>	1
awards	<wikipedia:Bugsy_Malone%23Release_&amp;_Awards>	1
awards	<wikipedia:Country_Music_Association_Awards>	2
awards	<wikipedia:ESports_Award>	1
awards	<wikipedia:Gospel_Entertainment_Music_Awards>	1
awards	<wikipedia:Green_Wing%23Awards>	2
awards	<wikipedia:Industrial_award>	1
awards	<wikipedia:Ivor_Novello_Awards>	1
awards	<wikipedia:Jesper_Kyd%23Awards_and_nominations>	1
awards	<wikipedia:List_of_awards_won_by_The_Daily_Show>	1
awards	<wikipedia:List_of_film_awards>	1
awards	<wikipedia:List_of_prizes,_medals,_and_awards>	1
awards	<wikipedia:List_of_science_fiction_awards>	1
awards	<wikipedia:Literary_awards>	1
awards	<wikipedia:Major_League_Lacrosse_Weekly_Awards>	1
awards	<wikipedia:Military_awards_of_the_United_States_Department_of_the_Navy>	1
awards	<wikipedia:Music_recording_sales_certification>	1
awards	<wikipedia:NME_Awards>	1
awards	<wikipedia:National_Lacrosse_League_Weekly_Awards>	3
awards	<wikipedia:National_Society_of_Film_Critics_Awards_2006>	1
awards	<wikipedia:Prince_of_Asturias_Awards>	1
awards	<wikipedia:Princess_Mononoke%23Awards>	1
awards	<wikipedia:Screen_Actors_Guild_Awards>	1
awards	<wikipedia:Shania_Twain_awards>	1
awards	<wikipedia:Supergrass%23Awards>	1
awards	<wikipedia:Synetic_Theater_(Arlington,_Virginia)%23Awards>	1
awards	<wikipedia:The_Guardian%23Literary_patronage>	1
awards	<wikipedia:Verba%23Awards_and_nominations>	1
awards	<wikipedia:Vibe_(magazine)%23Vibe_Awards>	1
awards	<wikipedia:Vibe_Awards>	1
awards	<wikipedia:Writers_Guild_of_America_Award>	1
awards	<wikipedia:Writers_Guild_of_America_Awards>	1
awards	<wikipedia:award>	4
awards	<wikipedia:award_(Australian_industrial_relations)>	2
awards	<wikipedia:awards>	81
awards	<wikipedia:sansh%C5%8D_(Sumo)>	2
awards	_total	175
bad godesberg	<wikipedia:Bad_Godesberg>	52
bad godesberg	<wikipedia:Godesberg_Program>	1
bad godesberg	_total	53
bedford	<wikipedia:Bedford,_Bedfordshire>	46
bedford	<wikipedia:Bedford,_Brooklyn>	11
bedford	<wikipedia:Bedford,_Eastern_Cape>	6
bedford	<wikipedia:Bedford,_England>	14
bedford	<wikipedia:Bedford,_IN>	4
bedford	<wikipedia:Bedford,_Indiana>	23
bedford	<wikipedia:Bedford,_Iowa>	5
bedford	<wikipedia:Bedford,_Kentucky>	1
bedford	<wikipedia:Bedford,_MA>	2
bedford	<wikipedia:Bedford,_Massachusetts>	37
bedford	<wikipedia:Bedford,_New_Hampshire>	18
bedford	<wikipedia:Bedford,_New_York>	8
bedford	<wikipedia:Bedford,_Nova_Scotia>	58
bedford	<wikipedia:Bedford,_Ohio>	16
bedford	<wikipedia:Bedford,_PA>	3
bedford	<wikipedia:Bedford,_Pennsylvania>	37
bedford	<wikipedia:Bedford,_Quebec>	4
bedford	<wikipedia:Bedford,_Texas>	17
bedford	<wikipedia:Bedford,_VA>	5
bedford	<wikipedia:Bedford,_Virginia>	24
bedford	<wikipedia:Bedford,_Western_Australia>	3
bedford	<wikipedia:Bedford,_Wyoming>	1
bedford	<wikipedia:Bedford>	560
bedford	<wikipedia:Bedford_(CDP),_New_York>	3
bedford	<wikipedia:Bedford_(PA)>	2
bedford	<wikipedia:Bedford_(UK_Parliament_constituency)>	29
bedford	<wikipedia:Bedford_(borough)>	20
bedford	<wikipedia:Bedford_(electoral_district)>	3
bedford	<wikipedia:Bedford_(town),_New_York>	25
bedford	<wikipedia:Bedford_Blues>	18
bedford	<wikipedia:Bedford_County,_Pennsylvania>	32
bedford	<wikipedia:Bedford_County,_Tennessee>	5
bedford	<wikipedia:Bedford_County,_Virginia>	9
bedford	<wikipedia:Bedford_St_Johns_railway_station>	3
bedford	<wikipedia:Bedford_Township,_Monroe_County,_Michigan>	2
bedford	<wikipedia:Bedford_Vehicles>	50
bedford	<wikipedia:Bedford_railway_station>	52
bedford	<wikipedia:Bedford_vehicles>	2
bedford	<wikipedia:Bedfordshire>	2
bedford	<wikipedia:Francis_Russell,_4th_Earl_of_Bedford>	2
bedford	<wikipedia:Lucy,_Countess_of_Bedford>	2
bedford	<wikipedia:RAE_Bedford>	2
bedford	_total	1184
beethoven	<wikipedia:Beethoven>	842
beethoven	<wikipedia:Beethoven_(TV_series)>	2
beethoven	<wikipedia:Beethoven_(crater)>	1
beethoven	<wikipedia:Beethoven_(film)>	23
beethoven	<wikipedia:Beethoven_(movie)>	3
beethoven	<wikipedia:Ludvig_van_Beethoven>	3
beethoven	<wikipedia:Ludwig_Beethoven>	2
beethoven	<wikipedia:Ludwig_Van_Beethoven>	5
beethoven	<wikipedia:Ludwig_van_Beethoven>	944
beethoven	<wikipedia:Ludwig_von_Beethoven>	5
beethoven	<wikipedia:Violin_Concerto_(Beethoven)>	5
beethoven	_total	1836
begonia	<wikipedia::Begonia>	1
begonia	<wikipedia:Begonia>	26
begonia	<wikipedia:begonia>	46
begonia	_total	73
belarus	<wikipedia:Belarus>	5340
belarus	<wikipedia:Belarus_(tractor)>	1
belarus	<wikipedia:Belarus_men's_national_ice_hockey_team>	18
belarus	<wikipedia:Belarus_national_football_team>	124
belarus	<wikipedia:Belarus_national_men's_ice_hockey_team>	7
belarus	<wikipedia:Belarus_national_under-21_football_team>	9
belarus	_total	5581
belgium	<wikipedia:Belgium,_Wisconsin>	7
belgium	<wikipedia:Belgium>	14208
belgium	<wikipedia:Belgium_national_football_team>	537
belgium	<wikipedia:Belgium_national_rugby_union_team>	16
belgium	<wikipedia:Belgium_national_under-21_football_team>	19
belgium	_total	15074
believable	<wikipedia:Verisimilitude>	1
believable	<wikipedia:suspension_of_disbelief>	2
believable	_total	3
bell pepper	<wikipedia:Bell_Pepper>	2
bell pepper	<wikipedia:Bell_pepper>	1
bell pepper	<wikipedia:Capsicum>	1
bell pepper	<wikipedia:bell_pepper>	91
bell pepper	_total	95
benin	<wikipedia:Benin>	1756
benin	<wikipedia:Benin_(province)>	2
benin	<wikipedia:Benin_City>	11
benin	<wikipedia:Benin_Empire>	8
benin	<wikipedia:Benin_national_football_team>	61
benin	<wikipedia:People's_Republic_of_Benin>	5
benin	_total	1854
biennials	<wikipedia:Biennale>	1
biennials	<wikipedia:Biennial_plant>	7
biennials	<wikipedia:Biennials>	1
biennials	<wikipedia:biennial_plant>	3
biennials	_total	12
birth flower	<wikipedia:Birth_flower>	1
birth flower	<wikipedia:Birthday%23Birth_flowers>	1
birth flower	<wikipedia:birthday>	1
birth flower	_total	3
birthstone	<wikipedia:Birthday%23Birthstones>	1
birthstone	<wikipedia:Birthstone%23Birthstones>	1
birthstone	<wikipedia:birthstone>	15
birthstone	_total	17
brazil	<wikipedia:Brazil,_Indiana>	8
brazil	<wikipedia:Brazil,_Northern_Cape>	4
brazil	<wikipedia:Brazil>	34665
brazil	<wikipedia:Brazil_(1944_film)>	1
brazil	<wikipedia:Brazil_(Bebi_Dol_song)>	3
brazil	<wikipedia:Brazil_(Rosemary_Clooney_album)>	1
brazil	<wikipedia:Brazil_(album)>	2
brazil	<wikipedia:Brazil_(band)>	6
brazil	<wikipedia:Brazil_(film)>	99
brazil	<wikipedia:Brazil_(mythical_island)>	1
brazil	<wikipedia:Brazil_(novel)>	1
brazil	<wikipedia:Brazil_(public_relations_agency)>	3
brazil	<wikipedia:Brazil_women's_national_football_team>	79
brazil	<wikipedia:List_of_mammals_of_Brazil>	38
brazil	_total	35526
building officials	<wikipedia:building_officials>	2
building officials	_total	2
bulgaria	<wikipedia:Bulgaria>	9483
bulgaria	<wikipedia:Bulgaria_(theme)>	3
bulgaria	<wikipedia:Bulgaria_men's_national_ice_hockey_team>	21
bulgaria	<wikipedia:Bulgaria_men's_national_volleyball_team>	11
bulgaria	<wikipedia:Bulgaria_national_basketball_team>	16
bulgaria	<wikipedia:Bulgaria_national_football_team>	377
bulgaria	<wikipedia:Bulgaria_women's_national_football_team>	11
bulgaria	<wikipedia:First_Bulgarian_Empire>	27
bulgaria	<wikipedia:Kingdom_of_Bulgaria>	41
bulgaria	<wikipedia:People's_Republic_of_Bulgaria>	23
bulgaria	<wikipedia:Second_Bulgarian_Empire>	23
bulgaria	_total	10188
canada	<wikipedia:Canada,_New_France>	63
canada	<wikipedia:Canada>	62658
canada	<wikipedia:Canada_(music_group)>	2
canada	<wikipedia:Canada_(ship)>	1
canada	<wikipedia:Canada_(song)>	2
canada	<wikipedia:Canada_men's_national_soccer_team>	334
canada	<wikipedia:Canada_national_cricket_team>	116
canada	<wikipedia:Canada_national_football_team>	66
canada	<wikipedia:Canada_national_rugby_union_team>	175
canada	<wikipedia:Canadian_cricket_team>	144
canada	<wikipedia:Canadian_national_men's_hockey_team>	65
canada	_total	64671
carlsberg architecture prize	<wikipedia:Carlsberg_Architecture_Prize>	2
carlsberg architecture prize	_total	2
carrot	<wikipedia::Carrot>	1
carrot	<wikipedia::carrot>	1
carrot	<wikipedia:Carrot>	19
carrot	<wikipedia:Carrot_Ironfoundersson>	2
carrot	<wikipedia:Carrot_River>	1
carrot	<wikipedia:Carrot_and_stick>	2
carrot	<wikipedia:carrot>	373
carrot	<wikipedia:carrots>	1
carrot	_total	400
category	<wikipedia:Academy_Award%23Awards>	1
category	<wikipedia:Carnegie_Classification_of_Institutions_of_Higher_Education>	1
category	<wikipedia:Categories_(Aristotle)>	2
category	<wikipedia:Categories_of_New_Testament_manuscripts%23>	2
category	<wikipedia:Categories_of_New_Testament_manuscripts%23Category_V>	1
category	<wikipedia:Categories_of_New_Testament_manuscripts>	113
category	<wikipedia:Categorization>	6
category	<wikipedia:Category>	4
category	<wikipedia:Category_%2528mathematics%2529>	1
category	<wikipedia:Category_(Kant)>	3
category	<wikipedia:Category_(chess_tournament)>	5
category	<wikipedia:Category_(mathematics)>	2
category	<wikipedia:Category_(taxonomy)>	1
category	<wikipedia:Category_(topology)>	2
